Restaurant,Food_Item,Calories,Total_Fat_g,Carbohydrates_g,Protein_g
Subway,Swiss Cheese 2 triangles,50,5,0,4
Subway,Peanut Butter Cookie,220,12,26,4
Subway,Minestrone,90,1,15,4
Subway,Mini Italian White Bread,130,2,25,5
Subway,Mini Wheat Bread,140,2,27,5
Subway,Clam Chowder Soup,200,11,20,5
Subway,Golden Broccoli  Cheese,180,11,16,5
Subway,Poblano Corn Chowder Soup,150,7,18,5
Subway,Thai Coconut Soup,210,13,17,5
Subway,Tomato Basil Soup,140,7,15,5
Subway,Veggie Delite Kids Mini Sub,150,2,29,6
Subway,GlutenFree Bread,340,12,52,6
Subway,Creamy Wild and Brown Rice Soup,180,10,16,6
Subway,Vegetable Beef,100,2,15,6
Subway,6 Rosemary and Sea Salt Bread,220,3,40,7
Subway,6 Flatbread,230,5,39,7
Subway,6 Hearty Italian Bread,210,3,41,7
Subway,6 Italian White Bread,200,2,38,7
Subway,6 Parmesan Oregano Bread,210,3,40,7
Subway,Loaded Baked Potato Soup,220,11,23,7
Subway,Roasted Chicken Noodle,110,2,15,7
Subway,Veggie Delite 6,230,3,44,8
Subway,6 Honey Oat Bread,230,3,43,8
Subway,6 Roasted Garlic Bread,230,3,45,8
Subway,6 9Grain Wheat Bread,210,2,40,8
Subway,6 Flatbread Multigrain,220,5,37,8
Subway,6 Hawaiian Sweet Bread,220,3,41,8
Subway,6 Rye Bread,190,3,34,8
Subway,6 Southwestern Spicy Bread,190,2,35,8
Subway,Wrap,310,8,51,8
Subway,Creamy Chicken and Dumplings Soup,150,5,20,8
Subway,6 Italian Herbs  Cheese Bread,240,5,41,9
Subway,6 Jalapeno Cheddar Bread,240,5,40,9
Subway,6 Sourdough Bread,190,2,36,9
Subway,Black Forest Ham Kids Mini Sub,180,3,30,10
Subway,Turkey Breast Kids Mini Sub,180,2,30,10
Subway,B.L.T. Salad,150,8,10,10
Subway,6 Monterey Cheddar Bread,240,6,38,10
Subway,6 Harvest Bread,230,3,41,10
Subway,Black Forest Ham Salad,110,3,11,12
Subway,Cold Cut Combo Salad,180,11,12,12
Subway,Turkey Breast  Ham Salad,110,3,11,12
Subway,Turkey Breast Salad,110,2,11,12
Subway,1 Low Fat Milk12 oz,160,4,19,12
Subway,Milk Low Fat,160,4,19,12
Subway,Black Bean Soup,210,0,37,12
Subway,Subway Seafood Sensation 6,420,19,51,13
Subway,Roast Beef Kids Mini Sub,200,3,30,14
Subway,Italian B.M.T. Salad,230,15,12,14
Subway,Italian Hero Salad,230,15,13,14
Subway,B.L.T. 6,320,9,43,15
Subway,Spicy Italian Salad,310,23,11,15
Subway,Tuna Salad,310,24,10,15
Subway,Milk Chocolate Flavored Reduced Fat,300,8,43,15
Subway,Beef Chili,350,24,17,15
Subway,Veggie Delite Footlong,460,6,88,16
Subway,Meatball Marinara Salad,310,17,25,16
Subway,Subway Club Salad,140,4,11,17
Subway,Black Forest Ham 6,290,5,46,18
Subway,Cold Cut Combo 6,370,13,46,18
Subway,Turkey Breast 6,280,4,46,18
Subway,Turkey Breast  Ham 6,280,4,46,18
Subway,Roast Beef Salad,140,4,10,18
Subway,Subway Melt Salad,200,10,13,18
Subway,BBQ Rib Sandwich 6,430,18,47,19
Subway,Carved Turkey Salad,150,4,8,19
Subway,Oven Roasted Chicken Salad,140,3,10,19
Subway,6 Egg  Cheese,360,12,44,19
Subway,6 Egg White  Cheese,320,8,44,19
Subway,Egg White  Cheese on 6 Flatbread,330,10,42,19
Subway,6 Egg  Cheese,360,12,44,19
Subway,Egg  Cheese on 6 Flatbread,370,14,42,19
Subway,Italian B.M.T. 6,410,16,46,20
Subway,Spicy Italian 6,480,24,46,20
Subway,Tuna 6,470,24,44,20
Subway,Buffalo Chicken Salad with Ranch dressing,360,26,13,20
Subway,Steak  Cheese Salad,210,8,14,20
Subway,Sweet Onion Chicken Teriyaki Salad,200,3,24,20
Subway,Meatball Marinara 6,480,18,59,21
Subway,Cheese Flatizza,390,16,42,21
Subway,Veggie Flatizza,410,17,44,21
Subway,Turkey  Bacon Avocado 6,390,13,49,22
Subway,Bacon Egg White  Cheese on 6 Flatbread,380,13,43,22
Subway,Bacon Egg  Cheese on 6 Flatbread,420,18,42,22
Subway,Oven Roasted Chicken 6,320,5,47,23
Subway,Subway Club 6,310,5,46,23
Subway,Subway Melt includes cheese 6,370,11,47,23
Subway,Veggie Patty 6,390,7,56,23
Subway,Big Hot Pastrami Melt Salad,400,29,12,23
Subway,6 Bacon Egg  Cheese,410,16,45,23
Subway,6 Bacon Egg White and Cheese,370,11,45,23
Subway,Egg White  Cheese with ham on 6 Flatbread,360,11,43,23
Subway,Turkey Egg White  Cheese on 6 Flatbread,360,11,43,23
Subway,6 Bacon Egg  Cheese,410,16,45,23
Subway,Egg  Cheese with ham on 6 Flatbread,400,15,43,23
Subway,Turkey Egg  Cheese on 6 Flatbread,400,15,43,23
Subway,Roast Beef 6,320,5,45,24
Subway,Turkey Italiano Melt with Provolone 6,490,24,47,24
Subway,6 Black Forest Ham Egg  Cheese,390,13,45,24
Subway,6 Egg White  Cheese with ham,350,9,45,24
Subway,6 Turkey Egg White and Cheese,350,8,45,24
Subway,6 Egg  Cheese with Black Forest Ham,390,13,45,24
Subway,6 Turkey Egg  Cheese,390,13,45,24
Subway,Carved Turkey 6,330,5,45,25
Subway,Autumn Carved Turkey Salad,300,9,26,25
Subway,Spicy Italian Flatizza,490,25,43,25
Subway,Italian Hero 6,550,29,47,26
Subway,Steak and Cheese 6,380,10,48,26
Subway,Subway Seafood Sensation Footlong,840,38,102,26
Subway,Sweet Onion Chicken Teriyaki 6,380,5,59,26
Subway,Pepperoni Flatizza,500,26,43,26
Subway,Carved Turkey  Bacon w Cheese Salad,280,12,11,28
Subway,6 Steak Egg  Cheese,430,15,47,28
Subway,6 Steak Egg White  Cheese,390,10,47,28
Subway,Sausage Egg White  Cheese on 6 Flatbread,470,21,43,28
Subway,Steak Egg White  Cheese on 6 Flatbread,400,12,45,28
Subway,6 Steak Egg  Cheese,430,15,47,28
Subway,Sausage Egg  Cheese on 6 Flatbread,510,25,43,28
Subway,Steak Egg  Cheese on 6 Flatbread,440,17,44,28
Subway,Big Hot Pastrami 6,580,31,47,29
Subway,Rotisserie Style Chicken 6,350,6,44,29
Subway,6 Sausage Egg White  Cheese,460,19,45,29
Subway,6 Sausage Egg  Cheese,500,23,45,29
Subway,B.L.T. Footlong,640,18,86,30
Subway,Chicken  Bacon Ranch Melt Salad includes Ranch dressing,510,38,14,30
Subway,Chicken Pizziola Melt 6,460,16,49,32
Subway,Big Philly Cheesesteak Salad,330,16,17,32
Subway,Cheese Pizza,680,22,96,32
Subway,6 Mega Melt,510,22,46,32
Subway,Mega Melt on 6 Flatbread,520,24,44,32
Subway,6 Mega Melt,550,26,46,32
Subway,Mega Melt on 6 Flatbread,560,29,43,32
Subway,Carved Turkey  Bacon w Cheese 6,570,26,46,33
Subway,Chicken  Bacon Ranch Melt 6,570,28,47,35
Subway,Black Forest Ham Footlong,580,10,92,36
Subway,Cold Cut Combo Footlong,740,26,92,36
Subway,Turkey Breast Footlong,560,8,92,36
Subway,Turkey Breast  Ham Footlong,560,8,92,36
Subway,Double Chicken Salad,220,5,10,36
Subway,Cheese  Veggies Pizza,740,25,100,36
Subway,BBQ Rib Sandwich Footlong,860,36,94,38
Subway,Big Philly Cheesesteak 6,500,17,51,38
Subway,Pepperoni Pizza,790,32,96,38
Subway,Corned Beef Reuben 6,470,15,45,39
Subway,Sausage Pizza,820,34,97,39
Subway,Italian B.M.T. Footlong,820,32,92,40
Subway,Spicy Italian Footlong,960,48,92,40
Subway,Tuna Footlong,940,48,88,40
Subway,Meatball Marinara Footlong,960,36,118,42
Subway,Chipotle Southwest Steak  Cheese Wrap,760,37,65,43
Subway,Turkey Bacon  Guacamole Wrap,810,42,62,43
Subway,Turkey  Bacon Avocado Footlong,780,26,98,44
Subway,Oven Roasted Chicken Footlong,640,10,44,46
Subway,Subway Club Footlong,620,10,92,46
Subway,Subway Melt includes cheese Footlong,740,22,94,46
Subway,Veggie Patty Footlong,780,14,112,46
Subway,Roast Beef Footlong,640,10,90,48
Subway,Turkey Italiano Melt with Provolone Footlong,980,48,94,48
Subway,Carved Turkey Footlong,660,10,90,50
Subway,Italian Hero Footlong,1100,58,94,52
Subway,Steak and Cheese Footlong,760,20,96,52
Subway,Sweet Onion Chicken Teriyaki Footlong,760,10,118,52
Subway,RotisserieStyle Chicken Caesar Wrap,730,34,53,55
Subway,Big Hot Pastrami Footlong,1160,62,94,58
Subway,Rotisserie Style Chicken Footlong,700,12,88,58
Subway,Chicken Pizziola Melt Footlong,920,32,98,64
Subway,Carved Turkey  Bacon w Cheese Footlong,1140,52,92,66
Subway,Chicken  Bacon Ranch Melt Footlong,1140,56,94,70
Subway,Big Philly Cheesesteak Footlong,1000,34,102,76
Subway,Corned Beef Reuben Footlong,940,30,90,78
Taco Bell,AirHeads White Mystery Freeze 16 oz,170,0,45,0
Taco Bell,AirHeads White Mystery Freeze 20 oz,210,0,56,0
Taco Bell,Brisk Iced Tea and Lemonade 16 oz,80,0,22,0
Taco Bell,Brisk Iced Tea and Lemonade 20 oz,100,0,27,0
Taco Bell,Brisk Iced Tea and Lemonade 30 oz,150,0,41,0
Taco Bell,Brisk Iced Tea and Lemonade 40 oz,200,0,55,0
Taco Bell,Brisk Mango Fiesta 16 oz,100,0,26,0
Taco Bell,Brisk Mango Fiesta 20 oz,120,0,32,0
Taco Bell,Brisk Mango Fiesta 30 oz,190,0,49,0
Taco Bell,Brisk Mango Fiesta 40 oz,250,0,65,0
Taco Bell,Diet Mountain Dew Baja Blast 16 oz,0,0,0,0
Taco Bell,Diet Mountain Dew Baja Blast 20 oz,0,0,0,0
Taco Bell,Diet Mountain Dew Baja Blast 30 oz,0,0,0,0
Taco Bell,Diet Mountain Dew Baja Blast 40 oz,0,0,0,0
Taco Bell,Diet Pepsi 16 oz,0,0,0,0
Taco Bell,Diet Pepsi 20 oz,0,0,0,0
Taco Bell,Diet Pepsi 30 oz,0,0,0,0
Taco Bell,Diet Pepsi 40 oz,0,0,0,0
Taco Bell,Dr Pepper 16 oz,200,0,54,0
Taco Bell,Dr Pepper 20 oz,250,0,68,0
Taco Bell,Dr Pepper 30 oz,380,0,102,0
Taco Bell,Dr Pepper 40 oz,500,0,135,0
Taco Bell,Manzanita Sol 16 oz,220,0,58,0
Taco Bell,Manzanita Sol 20 oz,280,0,73,0
Taco Bell,Manzanita Sol 30 oz,410,0,109,0
Taco Bell,Manzanita Sol 40 oz,550,0,145,0
Taco Bell,Mountain Dew 16 oz,220,0,58,0
Taco Bell,Mountain Dew 20 oz,280,0,73,0
Taco Bell,Mountain Dew 30 oz,410,0,109,0
Taco Bell,Mountain Dew 40 oz,550,0,145,0
Taco Bell,Mountain Dew Baja Blast 16 oz,220,0,58,0
Taco Bell,Mountain Dew Baja Blast 20 oz,280,0,73,0
Taco Bell,Mountain Dew Baja Blast 30 oz,410,0,109,0
Taco Bell,Mountain Dew Baja Blast 40 oz,550,0,145,0
Taco Bell,Mountain Dew Baja Blast Freeze 16 oz,200,0,51,0
Taco Bell,Mountain Dew Baja Blast Freeze 20 oz,250,0,63,0
Taco Bell,Mountain Dew Kickstart Orange Citrus 16 oz,80,0,22,0
Taco Bell,Mountain Dew Kickstart Orange Citrus 20 oz,100,0,27,0
Taco Bell,Mountain Dew Kickstart Orange Citrus 30 oz,150,0,41,0
Taco Bell,Mountain Dew Kickstart Orange Citrus 40 oz,200,0,55,0
Taco Bell,Mountain Dew Sangria Blast 16 oz,220,0,60,0
Taco Bell,Mountain Dew Sangria Blast 20 oz,280,0,75,0
Taco Bell,Mountain Dew Sangria Blast 30 oz,410,0,112,0
Taco Bell,Mountain Dew Sangria Blast 40 oz,550,0,150,0
Taco Bell,Mountain Dew Spiked Lemonade Freeze,240,0,64,0
Taco Bell,MUG Root Beer 16 oz,200,0,52,0
Taco Bell,MUG Root Beer 20 oz,250,0,65,0
Taco Bell,MUG Root Beer 30 oz,380,0,98,0
Taco Bell,MUG Root Beer 40 oz,500,0,130,0
Taco Bell,Pepsi 16 oz,200,0,56,0
Taco Bell,Pepsi 20 oz,250,0,70,0
Taco Bell,Pepsi 30 oz,380,0,105,0
Taco Bell,Pepsi 40 oz,500,0,140,0
Taco Bell,Rockstar Punch Freeze,220,0,56,0
Taco Bell,Sierra Mist 16 oz,200,0,54,0
Taco Bell,Sierra Mist 20 oz,250,0,68,0
Taco Bell,Sierra Mist 30 oz,380,0,101,0
Taco Bell,Sierra Mist 40 oz,500,0,135,0
Taco Bell,Skittles Freeze Large,210,0,54,0
Taco Bell,Skittles Freeze Small,160,0,43,0
Taco Bell,Snapple Lemonade Freeze 16 oz,190,0,48,0
Taco Bell,Snapple Lemonade Freeze 20 oz,240,0,59,0
Taco Bell,Starburst Strawberry Freeze 16 oz,190,0,49,0
Taco Bell,Starburst Strawberry Freeze 20 oz,240,0,60,0
Taco Bell,Tropicana Pink Lemonade 16 oz,200,0,54,0
Taco Bell,Tropicana Pink Lemonade 20 oz,250,0,68,0
Taco Bell,Tropicana Pink Lemonade 30 oz,380,0,101,0
Taco Bell,Tropicana Pink Lemonade 40 oz,500,0,135,0
Taco Bell,Avocado Ranch Dressing,80,8,1,0
Taco Bell,Border Sauce Fire,0,0,0,0
Taco Bell,Border Sauce Hot,0,0,0,0
Taco Bell,Border Sauce Mild,0,0,0,0
Taco Bell,Cilantro Dressing,90,9,2,0
Taco Bell,Creamy Jalapeno Sauce,70,7,1,0
Taco Bell,Green Tomatillo Sauce,10,0,2,0
Taco Bell,Guacamole,35,3,2,0
Taco Bell,Pepper Jack Sauce,70,7,1,0
Taco Bell,Pico de Gallo,5,0,1,0
Taco Bell,Pizza Sauce,10,0,2,0
Taco Bell,Red Sauce,10,0,2,0
Taco Bell,Salsa,5,0,1,0
Taco Bell,Salsa Dip,10,0,2,0
Taco Bell,Salsa Verde,5,0,1,0
Taco Bell,Premium Roast Coffee 12.5 oz,10,0,2,1
Taco Bell,Hash Brown,170,11,15,1
Taco Bell,Premium Guacamole Dip,70,6,3,1
Taco Bell,Reduced Fat Sour Cream,30,2,2,1
Taco Bell,ReducedFat Sour Cream Dip,60,4,4,1
Taco Bell,Spicy Ranch Dip,230,24,2,1
Taco Bell,Cinnamon Twists,170,7,26,1
Taco Bell,Orange Juice 10 oz,140,0,33,2
Taco Bell,Premium Hot Coffee with creamer,35,2,3,2
Taco Bell,Premium Iced Coffee,10,0,0,2
Taco Bell,Cinnabon Delights 2 Pack,160,9,17,2
Taco Bell,Premium Latin Rice,120,3,21,2
Taco Bell,Cinnabon Delights Coffee Hot,160,1,34,3
Taco Bell,Cinnabon Delights Coffee Iced,160,1,34,3
Taco Bell,Cinnabon Delights 4 Pack,310,18,35,3
Taco Bell,Caramel Apple Empanada,310,15,39,3
Taco Bell,Chips  Pico De Gallo,230,11,30,3
Taco Bell,Black Beans,80,2,12,4
Taco Bell,Cheesy Fiesta Potatoes,290,17,32,4
Taco Bell,Chips  Guacamole,320,20,32,4
Taco Bell,Nacho Fries,320,18,35,4
Taco Bell,Mini Skillet Bowl,180,11,16,5
Taco Bell,Spicy Potato Soft Taco,250,13,28,6
Taco Bell,Fresco Crunchy Taco,140,8,13,6
Taco Bell,Black Beans  Rice,200,5,33,6
Taco Bell,A.M. Grilled TacoEgg and Cheese,170,9,15,7
Taco Bell,Triple Layer Nachos,320,15,41,7
Taco Bell,Spicy Tostada,200,10,22,7
Taco Bell,Cool Ranch Doritos Locos Taco,160,10,13,8
Taco Bell,Crunchy Taco,170,10,12,8
Taco Bell,Fiery Doritos Locos Taco,170,10,12,8
Taco Bell,Nacho Cheese Doritos Locos Tacos,170,9,13,8
Taco Bell,Fresco Soft Taco,170,7,20,8
Taco Bell,Cool Ranch Doritos Locos Taco Supreme,200,12,15,9
Taco Bell,Crunchy Taco Supreme,200,12,15,9
Taco Bell,Fiery Doritos Locos Taco Supreme,200,12,15,9
Taco Bell,Nacho Cheese Doritos Locos Tacos Supreme,200,11,15,9
Taco Bell,A.M. Grilled TacoSausage,220,14,15,9
Taco Bell,Cinnabon Delights 12 Pack,930,53,104,9
Taco Bell,Nacho Cheese Dip,150,12,2,9
Taco Bell,Fresco Grilled Steak Soft Taco,150,4,19,9
Taco Bell,Pintos n Cheese,180,7,20,9
Taco Bell,Beefy Mini Quesadilla,210,12,17,9
Taco Bell,Cheese RollUp,190,9,18,9
Taco Bell,Chipotle Crispy Chicken Griller,290,18,22,9
Taco Bell,Soft Taco Supreme – Beef,230,11,22,10
Taco Bell,Soft TacoBeef,200,9,19,10
Taco Bell,Egg and Cheese Biscuit Taco,310,17,29,10
Taco Bell,Grilled Breakfast BurritoFiesta Potato,340,15,43,10
Taco Bell,Sausage Flatbread Quesadilla,240,10,27,10
Taco Bell,Triple Melt Nachos,260,16,19,10
Taco Bell,Cheesy Bean and Rice Burrito,420,17,55,11
Taco Bell,Grilled Steak Soft Taco,250,14,19,11
Taco Bell,Grilled Breakfast BurritoSausage,340,17,36,11
Taco Bell,Sausage and Cheese Biscuit Taco,370,23,29,11
Taco Bell,Sausage Flatbread Melt,300,17,27,11
Taco Bell,Fresco Bean Burrito,350,9,57,11
Taco Bell,Fresco Chicken Soft Taco,150,4,18,11
Taco Bell,Chicken Soft Taco,170,6,18,12
Taco Bell,Double Stacked Taco Spicy Sweet,340,18,32,12
Taco Bell,A.M. Grilled TacoBacon,230,14,15,12
Taco Bell,Country Grilled Breakfast BurritoSausage,390,18,45,12
Taco Bell,Naked Egg Taco Sausage,300,21,15,12
Taco Bell,Nachos Supreme,430,23,44,12
Taco Bell,Beefy Nacho Griller,420,19,49,12
Taco Bell,BLT Crunchwrap Slider,430,23,43,12
Taco Bell,Double Tostada,270,11,32,12
Taco Bell,Shredded Chicken Mini Quesadilla,180,8,15,12
Taco Bell,Bean Burrito,370,11,56,13
Taco Bell,Beefy Fritos Burrito,440,18,55,13
Taco Bell,Cool Ranch Doritos Double Decker Taco,320,14,36,13
Taco Bell,Double Decker Taco,320,14,37,13
Taco Bell,Double Stacked Taco Cool Ranch Habanero,350,20,30,13
Taco Bell,Double Stacked Taco Nacho Crunch,380,19,39,13
Taco Bell,Grilled Breakfast BurritoBacon,350,17,36,13
Taco Bell,Chalupa Supreme–Beef,370,21,31,13
Taco Bell,Gordita Supreme – Beef,300,14,31,13
Taco Bell,Nacho Fries Bellgrande,710,41,73,13
Taco Bell,Loaded Potato Griller,470,22,55,13
Taco Bell,Black Bean Burrito,410,12,62,14
Taco Bell,DOUBLE DECKER Taco Supreme,350,16,40,14
Taco Bell,Fiery Doritos Double Decker Taco,320,13,36,14
Taco Bell,Nacho Cheese Doritos Double Decker Taco,320,13,36,14
Taco Bell,Cheesy Breakfast BurritoFiesta PotatoFresco Style,430,19,50,14
Taco Bell,Cheesy Breakfast BurritoSausageFresco Style,370,19,36,14
Taco Bell,Naked Egg Taco Bacon,310,21,15,14
Taco Bell,Sausage Egg and Cheese Biscuit Taco,430,28,30,14
Taco Bell,Chalupa SupremeSteak,340,18,29,14
Taco Bell,Gordita SupremeSteak,270,11,29,14
Taco Bell,Naked Chicken Chips 6 Pack,390,24,29,14
Taco Bell,Beefy Cheddar Crunchwrap Slider,410,19,46,14
Taco Bell,Cantina Power BowlVeggie,540,21,75,14
Taco Bell,MexiMelt,270,14,21,14
Taco Bell,Triple Melt Burrito,410,16,50,15
Taco Bell,Bacon Egg  Cheese Biscuit Taco,380,23,29,15
Taco Bell,Fresco Burrito Supreme – Steak,340,9,50,15
Taco Bell,Spicy Chicken Crunchwrap Slider,400,20,42,15
Taco Bell,7Layer Burrito,510,19,68,16
Taco Bell,Burrito Supreme – Beef,420,16,53,16
Taco Bell,Chili Cheese Burrito,380,17,41,16
Taco Bell,Shredded Chicken Burrito,400,18,45,16
Taco Bell,Breakfast Stacker,380,19,38,16
Taco Bell,Cheesy Breakfast BurritoBaconFresco Style,380,19,36,16
Taco Bell,Chalupa SupremeChicken,340,18,29,16
Taco Bell,Gordita SupremeChicken,270,10,29,16
Taco Bell,Chili Cheese Burrito,380,17,41,16
Taco Bell,Crunchwrap Supreme,540,21,71,16
Taco Bell,Burrito SupremeSteak,390,13,52,17
Taco Bell,Dressed Egg Taco Sausage,460,25,40,17
Taco Bell,Fresco Burrito Supreme – Chicken,340,8,50,17
Taco Bell,Chickstar,620,37,53,17
Taco Bell,Cheesy Breakfast BurritoSteak and EggFresco Style,320,12,36,18
Taco Bell,Nachos BellGrande,760,39,82,18
Taco Bell,Stacker,390,18,39,18
Taco Bell,12 lb. Cheesy Potato Burrito,540,26,59,19
Taco Bell,Beefy 5Layer Burrito,550,22,68,19
Taco Bell,Burrito SupremeChicken,390,12,52,19
Taco Bell,Grande Scrambler BurritoSausage,670,36,67,19
Taco Bell,Naked Chicken Chalupa Wild,420,28,23,19
Taco Bell,Cheese Quesadilla,480,27,40,19
Taco Bell,Quesalupa Beef,460,26,38,19
Taco Bell,Cantina Power BurritoVeggie,740,26,107,20
Taco Bell,Loaded Taco Burrito,550,29,52,20
Taco Bell,Cheesy Breakfast BurritoFiesta Potato,530,28,50,20
Taco Bell,Cheesy Breakfast BurritoSausage,470,28,36,20
Taco Bell,Dressed Egg Taco Bacon,470,25,41,20
Taco Bell,Naked Chicken Chalupa Mild,440,30,22,20
Taco Bell,Cheesy Gordita Crunch,490,29,39,20
Taco Bell,Doritos Cheesy Gordita CrunchCool Ranch,490,28,40,20
Taco Bell,Doritos Cheesy Gordita CrunchFiery,490,28,40,20
Taco Bell,Doritos Cheesy Gordita CrunchNacho Cheese,490,28,40,20
Taco Bell,Mexican Pizza,540,31,47,20
Taco Bell,12 lb. Combo Burrito,460,18,53,21
Taco Bell,A.M. Crunchwrap Sausage,730,47,54,21
Taco Bell,Breakfast Quesalupa Bacon,560,34,42,21
Taco Bell,Breakfast Quesalupa Sausage,600,39,42,21
Taco Bell,Country AM CrunchwrapSausage,660,40,54,21
Taco Bell,Double Chalupa,600,35,50,21
Taco Bell,Spicy Double Chalupa,600,35,52,21
Taco Bell,Crunchy Cheesy Core Burrito Beef,630,26,76,22
Taco Bell,Quesarito Beef,650,34,65,22
Taco Bell,Spicy Cheesy Core Burrito Beef,570,23,68,22
Taco Bell,A.M. Crunchwrap Bacon,680,42,54,22
Taco Bell,California A.M. Crunchwrap,630,37,52,22
Taco Bell,Grande Scrambler BurritoBacon,680,36,68,22
Taco Bell,Quesalupa Chicken,440,23,37,22
Taco Bell,Quesalupa Steak,440,23,36,22
Taco Bell,Cheesy Breakfast BurritoBacon,490,28,36,23
Taco Bell,Express Taco Salad w Chips,580,29,59,23
Taco Bell,Triple Double Crunchwrap Original,700,30,85,23
Taco Bell,Triple Double Crunchwrap Spicy,780,38,87,23
Taco Bell,Express Taco Salad w Chips,580,29,59,23
Taco Bell,Quesarito Chicken,620,30,64,24
Taco Bell,Spicy Cheesy Core Burrito Chicken,540,20,66,24
Taco Bell,Spicy Cheesy Core Burrito Steak,550,21,66,24
Taco Bell,Cheesy Breakfast BurritoSteak and Egg,450,23,37,24
Taco Bell,Crunchy Cheesy Core Burrito Chicken,610,24,74,25
Taco Bell,Crunchy Cheesy Core Burrito Steak,610,24,75,25
Taco Bell,Quesarito Steak,630,31,64,25
Taco Bell,Steak Quesadilla,520,28,41,25
Taco Bell,A.M. CrunchwrapSteak,650,38,51,26
Taco Bell,Grande Scrambler BurritoSteak,670,33,68,26
Taco Bell,Cantina Power BowlChicken,560,22,64,26
Taco Bell,Crispy Chicken Quesadilla,650,37,51,26
Taco Bell,Fiesta Taco SaladBeef,780,42,74,26
Taco Bell,Cantina Power BowlSteak,580,23,66,27
Taco Bell,Chicken Quesadilla,520,28,41,27
Taco Bell,Smothered BurritoBeef,710,35,70,28
Taco Bell,Naked Chicken Chips 12 Pack,780,49,58,28
Taco Bell,Fiesta Taco SaladSteak,720,36,70,28
Taco Bell,XXL Grilled Stuft BurritoBeef,880,42,94,31
Taco Bell,Cantina Power BurritoChicken,760,27,96,32
Taco Bell,Fiesta Taco SaladChicken,720,35,70,32
Taco Bell,Cantina Power BurritoSteak,780,28,98,33
Taco Bell,XXL Grilled Stuft BurritoSteak,820,36,91,33
Taco Bell,Smothered BurritoShredded Chicken,650,28,67,34
Taco Bell,Smothered BurritoSteak,670,29,68,35
Taco Bell,XXL Grilled Stuft BurritoChicken,830,35,91,37
Wendys,All Natural Lemonade Small Cup,190,0,49,0
Wendys,Barqs Root Beer Small Cup,180,0,50,0
Wendys,Berry Cherry Fruit Tea Large,260,0,67,0
Wendys,Berry Cherry Fruit Tea Medium,240,0,61,0
Wendys,Berry Cherry Fruit Tea Small,140,0,35,0
Wendys,Brewed Sweetened Iced Tea,110,0,29,0
Wendys,Brewed Unsweetened Iced Tea,5,0,1,0
Wendys,CocaCola Small Cup,200,0,54,0
Wendys,Coke Zero Small Cup,0,0,0,0
Wendys,Diet Coke Small Cup,0,0,0,0
Wendys,Dr Pepper Small Cup,160,0,43,0
Wendys,Fanta Orange Small Cup,180,0,49,0
Wendys,HiC Flashin Fruit Punch Small Cup,170,0,46,0
Wendys,Honest Tropical Green Tea Large,110,0,29,0
Wendys,Honest Tropical Green Tea Medium,120,0,30,0
Wendys,Honest Tropical Green Tea Small,60,0,14,0
Wendys,Honest Tropical Green Tea Value,60,0,14,0
Wendys,Juicy Juice Apple Juice,90,0,22,0
Wendys,Mango Peach FruitTea Chiller Large,280,0,72,0
Wendys,Mango Peach FruitTea Chiller Medium,250,0,64,0
Wendys,Mango Peach FruitTea Chiller Small,150,0,37,0
Wendys,Minute Maid Light Lemonade Small Cup,5,0,1,0
Wendys,Nestle Pure Life Bottled Water,0,0,0,0
Wendys,Pibb Xtra Small Cup,160,0,43,0
Wendys,Sprite Small Cup,160,0,43,0
Wendys,Strawberry Iced Tea,50,0,13,0
Wendys,Strawberry Lemonade,200,0,51,0
Wendys,Strawberry Passion FruiTea Chiller Large,290,0,73,0
Wendys,Strawberry Passion FruiTea Chiller Medium,250,0,65,0
Wendys,Strawberry Passion FruiTea Chiller Small,150,0,38,0
Wendys,Strawberry Watermelon Fruit Tea Large,280,0,69,0
Wendys,Strawberry Watermelon Fruit Tea Medium,250,0,62,0
Wendys,Strawberry Watermelon Fruit Tea Small,150,0,36,0
Wendys,English Breakfast Premium Hot Tea Small,0,0,0,0
Wendys,Lemongrass Green Premium Hot Tea Small,0,0,0,0
Wendys,Original Redhead Hot Coffee Decaffeinated Small,10,0,2,0
Wendys,Original Redhead Hot Coffee Small,10,0,3,0
Wendys,Redhead RoastersHot Coffee Regular,0,0,0,0
Wendys,Barbecue Nugget Sauce,45,0,11,0
Wendys,Brown Sugar,40,0,9,0
Wendys,Buttery Best Spread,50,6,0,0
Wendys,Heartland Ranch Dipping Sauce,120,12,3,0
Wendys,Honey Mustard Nugget Sauce,80,6,7,0
Wendys,Hot Chili Seasoning Packet,5,0,1,0
Wendys,Hot Sauce,10,0,2,0
Wendys,Smoky BBQ Side Sauce,40,0,10,0
Wendys,Spicy BBQ Side Sauce,60,0,16,0
Wendys,Sweet  Sour Nugget Sauce,50,0,12,0
Wendys,Sweet BBQ Side Sauce,60,0,15,0
Wendys,Apple Balsamic Vinaigrette,80,5,7,0
Wendys,Italian Vinaigrette,70,6,4,0
Wendys,Light Honey French Dressing,40,0,9,0
Wendys,Light Spicy Asian Chili Vinaigrette,45,2,7,0
Wendys,Pomegranate Vinaigrette Dressing,60,3,8,0
Wendys,Thousand Island,160,15,5,0
Wendys,Apple Slices,40,0,9,0
Wendys,Ketchup Packet,10,0,3,0
Wendys,Caramel Iced Coffee Small,80,5,9,1
